,discourse_id,discourse_text
742,1dc51077c58a,or are depressed and possibly having problems at home.
743,c7f8ef78a014,"In the classroom, it is common for students to tend to get confused while being taught a lesson."
744,c7f8ef78a014,It is also common for students to get bored and become uninterested in the lesson at hand.
745,c7f8ef78a014,"With the Facial Action Coding System, teachers can make sure that their students are acquiring the best education possible and absorbing all of the material."
746,14ecb8656a88,Teachers can adapt their teaching style according to how students respond to the lesson being taught.
747,14ecb8656a88,"This way, both the students and teachers can be on the same page, making education easier for students and teachers."
748,14ecb8656a88,"The article states,""'A classroom computer could recognize when a student is becoming confused or bored,' Dr. Huang predicts."
749,14ecb8656a88,"'Then it could modify the lesson, like an effective human instructor,'"" (D'Alto)."
750,14ecb8656a88,"In this quote, Dr. Huang is telling the reader how this new technology could possibly develop into something much bigger where it can modify the lesson for students who become bored or confused, making it an easier and better experience for the student."
751,785412ef219c,School behavior is a big part of a students education.
752,785412ef219c,If a student is constantly acting out and misbehaving it could affect his or her education pretty badly.
753,785412ef219c,"Although, that is why Facial Action Coding Systems could also be very useful in a classroom environment."
754,d8b8c79aa4a0,"The technology could be able to detect if a student is being dishonest, which could prove very handy when dealing with situations with delinquents and trouble-makers."
755,ad0978b95e70,"In the excerpt, the author writes, ""To an expert, faces don't lie; these muscle clues are sometimes used to spot when a ""smiling politician or celebrity isn't being truthful,"" (D'Alto)."
756,ad0978b95e70,"In this quote, the author tells the reader about some facial muscle clues that allow experts to tell if a famous figure is being dishonest."
757,ad0978b95e70,These are some of the same facial clues the FACS looks for.
758,0fecf4ba1b67,"Finally, The FACS could help find if students are depressed or having problems at home."
759,02f438f0f765,"The machine can detect six different emotions, including sadness."
760,02f438f0f765,This could prove useful when dealing with distressed students.
761,02f438f0f765,"""Eckman has classified six basic emotions-happiness, surprise, anger, disgust, fear, and sadness-and then associated each with characteristic movements of the facial muscles"" (D'Alto)."
762,02f438f0f765,This quotes tells the reader about the emotions the machine can read.
763,650c08a58c4c,"Just before the bell rings to dismiss students for year, teachers are struggling to keep the attention of students when explaining their summer assignments for the break."
764,650c08a58c4c,"The students know that the summer assignments are important, but their attention is on the bell that declares summer vacation."
765,650c08a58c4c,Summer assignments are designed to ensure that students continue their intellectual journey over breaks.
766,650c08a58c4c,"Both teacher-designed projects and student-designed projects accomplish this goal, however, one of the biggest challenges is deciding whether teacher-designed projects or student-designed project would do a better job at accomplishing this goal"
767,9f078f11ffa4,The best way to ensure that students continue learning over break is to assign teacher-designed projects.
768,65ca1a573d76," Summer projects should be teacher-designed because teachers have a better understanding of the material,"
769,1ce0fdfad21e,the project will be less stressful for students
770,64d1e153fde7,teacher-designed projects will prevent misjudgment of students by teachers.
771,24f03257e7db,Teachers should design summer projects because they have a better understanding of the material they are trying to teach.
772,e3c24f15136a,They also tend to have a clear understanding of what they expect from students for the projects they assign.
773,e3c24f15136a,"By assigning teacher-designed summer projects, the teacher can guide the students to learn what the teachers want them to discover."
774,e3c24f15136a,They also provide a more specific rubric so the students know exactly what is expected of them.
775,e3c24f15136a,"For example, AP Biology has a lot of material that needs to be covered in just one year."
776,e3c24f15136a,"To solve this issue, they assign a teacher-designed summer assignment that consists of an introduction to each unit learned throughout the year."
777,e3c24f15136a,"This way, students are prepared when going in depth with all of the concepts in class because they already have a grasp of the topic learned during break."
778,e3c24f15136a,"By assigning teacher designed projects, teachers can guide the students to ensure that what they are learning and exploring can help them perform better in class."
779,90c383808181,"Another reason teachers should design the summer project, is that the project will be less stressful to students overall."
